happy,sad,angry,surprise,fear,disgust,neutral,label
3.9077346019285675,1.9058589823204752,23.76348529108764,9.461776822544559,43.51886827018461,7.810370238178778,9.631905793755365,1
3.344117409902641,2.6026360931890173,12.51131925717624,25.693532717212143,23.11752547127897,25.556565167400436,7.174303883840551,1
2.590178315495911,24.822061958307998,1.8857567090067477,7.02303332717831,8.53313052766663,3.0970405959862175,52.04879856635819,0
0.22658763045451358,13.79852349168913,20.39508175291477,26.03416643851929,22.506223144545366,6.128916494150509,10.910501047726408,1
2.384490637970837,6.661899452409586,29.14923922644674,6.686979822348165,31.73537114917362,14.199405929520115,9.182613782130943,1
23.168913479853032,20.92672059337287,8.475868838397082,10.260850594073512,5.323877386018208,0.8891031008114604,30.95466600747384,0
0.500876858522556,4.366641545980185,17.234249939503147,17.471480917487337,38.17177566396378,8.363987407887622,13.890987666655377,1
42.99802014258609,12.987731641008931,7.886911796674112,3.173249379578328,5.023842552768822,2.6623055278868386,25.26793895949688,0
1.9110594456834662,4.333156417913283,22.901796777528087,19.057893792885423,20.890083162372527,25.829740864365963,5.076269539251255,1
0.5360687611665818,15.097921088698035,12.009588410151538,18.683284821985225,17.36665917633152,27.2899263334595,9.016551408207603,1
44.31993533922156,14.512749645132441,9.41416834002284,5.147898919445423,3.709974072122114,1.9324134778763176,20.962860206179297,0
14.781835593329392,19.317831043523736,10.302205099544208,10.84237849732141,0.8965081974143736,1.7402037129306138,42.11903785593628,0
8.392975285868879,15.710125816052708,2.924309392244229,16.637887010784162,5.992990401476208,4.014247724196714,46.32746436937709,0
2.822392621717027,9.490496305335927,17.24300285192734,22.626264539543815,24.35379496676605,21.948165260057156,1.5158834546527062,1
0.10808647760235711,5.529896504681368,32.92724370346062,16.844573283867305,16.068967138570002,21.857337690656735,6.663895201161613,1
16.521214444176444,16.716289849047655,7.731986308870684,16.06125548281088,7.947854270124168,2.1202044617985303,32.90119518317164,0
31.28147858056991,25.01404654607428,7.806697594375474,11.634108136400169,1.2507532400436674,1.4135771010741154,21.599338801462373,0
10.61227814087708,18.32826362031295,2.5493801120878197,16.60495768747259,2.5236073556789655,1.214792402866359,48.16672068070424,0
3.546148302602978,10.0718096861406,14.915595790382282,16.945425432684083,26.830697360241523,16.56802782560093,11.122295602347613,1
43.03589117599418,12.837543167148372,8.612024840286738,1.5080012049770113,0.9675844115868902,0.46837192481904016,32.57058327518777,0
0.7446153843771637,11.963061835487382,20.646241363201913,7.915347545794315,27.197355323069853,24.069955656162666,7.463422891906722,1
1.04322561355445,2.432383789584708,16.625029907736593,23.014063950058908,27.31896616338927,22.294058770239275,7.272271805436806,1
23.568871602078815,14.905097878692604,4.626396098658689,13.081459317421007,1.9405553465652412,3.0075579827178256,38.87006177386582,0
3.2411914255757996,10.054144060804802,20.769215988075494,17.109298729557935,31.57908446997311,9.08421254194141,8.162852784071454,1
0.7132865081932053,15.877738480972672,9.98702121805883,20.911055051200584,26.310565628317296,17.611156542910862,8.589176570346545,1
42.477250213482506,17.946455552647304,1.374810477758733,3.607001817214895,8.656581839638351,1.8018554860516542,24.136044613206565,0
3.3721504058581453,2.885089437623572,18.182250675460896,17.997889878740704,29.716322599718676,22.340379629349393,5.505917373248622,1
0.6691595644068287,9.225836725376212,25.950698546393447,16.34237499526931,16.88295628894246,23.056728494423275,7.872245385188474,1
27.187689290255385,0.7710259160928109,8.094956241862999,11.928846024422601,5.159670015209642,4.55136308878459,42.30644942337196,0
23.835140738758465,18.39338285869782,1.5931612380872897,4.474734541936438,7.933903636630553,2.8371377255238253,40.93253926036561,0
